student_id,student_first_name,student_last_name,student_email,student_major,student_status,student_enrollment_date,student_cohort,current_gpa,cumulative_gpa,credits_completed,semesters_enrolled,academic_standing,scholarship_id,scholarship_name,scholarship_type,scholarship_amount,award_date,academic_year,is_renewable,gpa_requirement,renewal_count,total_scholarships,total_scholarship_amount,merit_scholarship_total,need_based_total,athletic_scholarship_total,departmental_total,avg_scholarship_amount,largest_scholarship,total_tuition_paid,scholarship_coverage_pct,net_tuition_cost,has_additional_aid,semesters_since_award,gpa_at_award,gpa_current,gpa_change_since_award,met_gpa_requirement,courses_passed_since_award,credits_earned_since_award,is_still_enrolled,retention_status,graduation_status,semesters_retained,retention_rate_pct,gpa_vs_non_scholarship_avg,retention_vs_non_scholarship,graduation_rate_vs_average,scholarship_per_credit_hour,scholarship_roi_score,is_scholarship_at_risk,is_high_performer,is_scholarship_renewed,meets_requirements
8266,John,Long,zruiz@example.net,Economics,Active,2025-08-13,2025,3.78,3.78,46,2,Good,dad7c8d0-a1bc-4bd6-9ea7-93bf15e9c485,First Generation Grant,Merit,5680.28,2024-01-27,2024-2025,True,2.93,0,2,5970.11,2388.04,0,0,0,2985.06,5680.28,36712.08,14.93,33936.1,False,1,3.04,3.78,0.74,True,10,79,True,Retained,In Progress,6,86.03,0.38,5.55,8.05,129.79,88.29,False,True,False,True
765,Leslie,Myers,christopher90@example.net,History,Active,2024-03-03,2024,2.41,2.41,85,2,Warning,698e60a4-ad88-4903-be9e-bc705d4e5d53,STEM Innovation Grant,Merit,13872.03,2024-01-29,2024-2025,True,2.87,2,1,34149.46,13659.78,0,0,0,34149.46,13872.03,37148.69,85.37,39356.61,True,6,3.27,2.41,-0.86,False,33,81,True,Retained,In Progress,2,92.25,0.24,0.1,5.68,401.76,67.29,True,False,False,False
2307,Jon,Berg,julia17@example.org,Biology,Active,2025-04-05,2025,3.49,3.49,24,6,Good,a0896944-2ef8-420a-9edb-5382fca9067c,Dean's Scholarship,Athletic,2205.47,2023-03-10,2023-2024,True,2.64,3,3,3313.6,0,0,1656.8,0,1104.53,2205.47,39431.46,8.28,35849.41,False,2,3.94,3.49,-0.45,True,38,77,True,Retained,In Progress,3,86.87,-0.27,7.31,7.64,138.07,95.66,False,False,True,True
1738,Monica,Fowler,daniel43@example.org,English,Active,2025-04-11,2025,2.3,2.3,93,7,Warning,dc2df883-e7b3-4e66-860e-294c869c0cd5,Presidential Scholarship,Athletic,12948.12,2023-08-12,2023-2024,True,3.32,1,3,13452.44,0,0,6726.22,0,4484.15,12948.12,55570.37,33.63,30814.51,True,5,3.5,2.3,-1.2,False,40,40,True,Retained,In Progress,2,86.34,-0.22,14.84,5.21,144.65,66.91,True,False,True,False
4122,Kathleen,Reese,joanwright@example.org,Psychology,Active,2023-07-09,2023,3.55,3.55,13,8,Good,7a7b8998-0140-4f8e-ab8b-d662ba50ce02,Community Service Award,Athletic,3787.79,2024-06-21,2024-2025,False,3.13,1,2,4695.1,0,0,2347.55,0,2347.55,3787.79,36588.37,11.74,45574.87,True,2,3.34,3.55,0.21,True,34,32,True,Retained,In Progress,2,92.42,0.02,13.67,-4.7,361.16,65.28,False,False,False,True
6289,Sabrina,Fisher,rcarr@example.com,English,Active,2025-09-26,2025,4.0,4.0,93,8,Good,92777d12-e797-4855-a7da-a85681816c7b,STEM Innovation Grant,Need-Based,6650.08,2023-09-23,2023-2024,False,2.86,2,1,7763.82,0,2329.15,0,0,7763.82,6650.08,39680.67,19.41,16991.94,False,1,3.77,4.0,0.23,True,17,68,True,Retained,In Progress,8,92.95,-0.28,12.57,1.09,83.48,99.81,False,True,False,True
6133,Jillian,Lewis,keith57@example.com,Physics,Graduated,2023-04-01,2023,2.42,2.42,61,8,Warning,7f0f2377-c32c-4dc3-ab60-c7dd627faef9,Athletic Excellence,Athletic,3892.51,2024-09-02,2024-2025,True,3.06,2,1,6616.23,0,0,3308.12,0,6616.23,3892.51,35781.61,16.54,42317.56,True,4,3.78,2.42,-1.36,False,15,96,False,Not Retained,Graduated,2,88.49,0.19,7.53,2.41,108.46,71.34,True,False,False,False
4124,James,Johnson,mcdonaldcole@example.net,Mathematics,Active,2025-10-02,2025,3.25,3.25,17,7,Good,e4f55eb2-6f1e-4533-bdb3-c409ace63fab,Presidential Scholarship,Need-Based,7547.55,2023-12-09,2023-2024,False,3.33,3,1,11828.23,0,3548.47,0,0,11828.23,7547.55,56718.57,29.57,25458.29,False,4,3.72,3.25,-0.47,True,28,58,True,Retained,In Progress,2,85.84,0.26,1.31,-1.45,695.78,56.61,False,False,True,True
9341,Donna,Chan,theodoreadams@example.org,English,Active,2023-11-29,2023,2.45,2.45,99,2,Warning,8ad82c63-dc18-4aaf-8a12-7d8ba275cbc9,STEM Innovation Grant,Athletic,12798.76,2023-05-02,2023-2024,True,3.0,2,2,17315.05,0,0,8657.52,0,8657.52,12798.76,23033.07,43.29,45623.74,True,1,3.62,2.45,-1.17,False,18,105,True,Retained,In Progress,3,85.66,-0.22,10.12,-1.91,174.9,78.98,True,False,False,False
2623,David,Franco,berrydonald@example.org,Engineering,Graduated,2023-08-16,2023,3.98,3.98,16,6,Good,dd248aa5-7148-4f7a-8ddf-4e245c6d6e04,First Generation Grant,Merit,2232.46,2024-04-25,2024-2025,True,3.24,1,2,3470.12,1388.05,0,0,0,1735.06,2232.46,36161.42,8.68,12153.26,True,3,3.19,3.98,0.79,True,35,89,False,Not Retained,Graduated,7,95.35,0.17,12.17,5.72,216.88,65.69,False,True,False,True
8767,Robert,English,christinashannon@example.com,Biology,Active,2024-02-03,2024,2.78,2.78,79,4,Warning,b62153c9-57f9-4698-8de9-faf25b8a0020,Diversity Scholarship,Athletic,9327.07,2023-06-04,2023-2024,True,3.11,2,1,21965.28,0,0,10982.64,0,21965.28,9327.07,57290.63,54.91,15917.83,False,3,3.48,2.78,-0.7,True,19,86,True,Retained,In Progress,8,93.97,-0.18,6.28,8.34,278.04,66.91,False,False,False,True
3572,Christopher,Johnson,danielcook@example.org,Physics,Active,2024-01-03,2024,2.92,2.92,79,3,Warning,e866793a-df87-48a8-af49-50d402d15ba6,Athletic Excellence,Departmental,2169.2,2023-05-20,2023-2024,True,2.5,1,2,5105.04,0,0,0,1531.51,2552.52,2169.2,25572.66,12.76,14187.87,True,5,3.79,2.92,-0.87,True,35,58,True,Retained,In Progress,6,91.26,0.45,13.8,9.55,64.62,71.0,False,False,True,True
7978,Kimberly,Wiggins,marycummings@example.org,Psychology,Active,2023-05-14,2023,2.51,2.51,101,2,Warning,dc717d77-94c0-4fc5-b2a9-5a6b8e1344d2,Athletic Excellence,Need-Based,3270.7,2024-10-15,2024-2025,False,2.8,1,1,3867.86,0,1160.36,0,0,3867.86,3270.7,52430.97,9.67,11527.04,False,2,3.5,2.51,-0.99,True,24,89,True,Retained,In Progress,8,96.43,0.14,11.46,0.88,38.3,74.42,False,False,True,True
981,Sarah,Allen,davilaannette@example.net,Biology,Active,2022-11-06,2022,2.33,2.33,13,2,Warning,70616670-c65d-4b5a-a19d-839317eda171,Community Service Award,Athletic,12376.89,2024-07-17,2024-2025,True,3.02,0,3,28864.71,0,0,14432.36,0,9621.57,12376.89,23514.76,72.16,19413.52,True,5,3.44,2.33,-1.11,False,30,77,True,Retained,In Progress,2,85.54,0.49,5.7,9.5,2220.36,77.18,True,False,True,False
7557,Julia,Walsh,sbell@example.net,English,Active,2022-07-19,2022,2.67,2.67,6,5,Warning,7e8d70fb-1b09-401e-88f2-45d9c90859a9,First Generation Grant,Departmental,8957.64,2023-11-16,2023-2024,False,3.35,0,1,20927.06,0,0,0,6278.12,20927.06,8957.64,34408.55,52.32,23201.02,True,6,3.22,2.67,-0.55,True,12,68,True,Retained,In Progress,4,94.86,0.1,8.68,1.55,3487.84,58.22,False,False,True,True
7043,Joshua,Walker,moorematthew@example.org,Engineering,Active,2022-06-03,2022,3.21,3.21,110,2,Good,377b6ff5-6ca1-468d-a315-e25087c5c396,Community Service Award,Merit,6741.13,2023-04-16,2023-2024,True,3.45,3,2,16850.43,6740.17,0,0,0,8425.21,6741.13,42236.17,42.13,41456.54,True,4,3.14,3.21,0.07,True,17,61,True,Retained,In Progress,8,89.71,-0.11,1.53,-2.58,153.19,76.47,False,False,True,True
7176,Paul,White,michael33@example.com,Physics,Graduated,2023-03-20,2023,2.25,2.25,67,6,Warning,1871df31-0cb3-42b0-9688-0a8d74306df9,Community Service Award,Merit,13361.37,2023-09-23,2023-2024,False,2.87,0,2,17617.74,7047.09,0,0,0,8808.87,13361.37,46887.86,44.04,48195.32,True,6,3.72,2.25,-1.47,False,38,106,False,Not Retained,Graduated,6,90.88,0.32,11.73,-1.14,262.95,57.96,True,False,False,False
7076,Amy,Lowe,scastaneda@example.net,Physics,On Leave,2023-12-05,2023,2.99,2.99,18,6,Warning,65445307-cf5e-4a5f-9d33-7acbea2760a0,First Generation Grant,Need-Based,6740.4,2023-10-17,2023-2024,True,2.87,2,2,16395.07,0,4918.52,0,0,8197.53,6740.4,54044.15,40.99,13846.3,False,1,3.58,2.99,-0.59,True,23,86,False,Not Retained,Graduated,5,89.08,0.01,0.4,2.96,910.84,98.81,False,False,True,True
839,Joel,Miller,ucollins@example.org,Mathematics,Active,2025-10-08,2025,3.07,3.07,10,8,Good,11a216e6-e489-403d-a1f2-a09419748c32,Athletic Excellence,Departmental,12524.06,2023-06-01,2023-2024,True,2.53,2,2,29954.92,0,0,0,8986.48,14977.46,12524.06,25580.41,74.89,11344.32,False,3,3.76,3.07,-0.69,True,10,66,True,Retained,In Progress,4,85.03,0.31,4.53,3.03,2995.49,62.57,False,False,False,True
5401,Madison,Bradley,rebeccaterry@example.com,Biology,Active,2024-02-18,2024,2.76,2.76,97,6,Warning,2ee41b04-0a49-4149-b4dd-51a94a018514,Dean's Scholarship,Need-Based,11513.6,2024-04-20,2024-2025,False,3.47,0,2,27166.22,0,8149.87,0,0,13583.11,11513.6,30535.22,67.92,23703.01,False,4,3.63,2.76,-0.87,True,18,41,True,Retained,In Progress,6,94.82,0.12,3.17,0.97,280.06,64.65,False,False,True,True
4581,Ronald,Larson,michael97@example.com,History,On Leave,2024-08-10,2024,2.82,2.82,43,3,Warning,3d552a33-07b8-45bd-a7a1-9fb8bf7bc210,Community Service Award,Departmental,1118.85,2023-12-31,2023-2024,True,2.78,3,1,2399.47,0,0,0,719.84,2399.47,1118.85,39467.57,6.0,25415.09,True,4,3.34,2.82,-0.52,True,21,109,False,Not Retained,Graduated,1,94.49,-0.25,13.24,2.17,55.8,81.54,False,False,False,True
3804,Carol,Dyer,josephmoran@example.net,English,Active,2025-05-04,2025,3.04,3.04,98,3,Good,089b6c22-af7d-4fb6-a9a0-4fbd0258caee,First Generation Grant,Athletic,9554.49,2023-11-25,2023-2024,False,2.92,1,3,11499.23,0,0,5749.62,0,3833.08,9554.49,42611.25,28.75,10533.42,True,3,3.79,3.04,-0.75,True,15,70,True,Retained,In Progress,1,96.17,0.07,1.63,3.85,117.34,78.54,False,False,True,True
9497,Mario,Schwartz,mark40@example.com,Engineering,Active,2023-10-20,2023,2.73,2.73,94,2,Warning,8ec0af9b-e283-49fd-af9d-7a9bea5cd864,Diversity Scholarship,Need-Based,8318.81,2023-02-26,2023-2024,False,3.43,0,2,16267.33,0,4880.2,0,0,8133.67,8318.81,32273.56,40.67,21211.2,True,4,3.13,2.73,-0.4,True,29,81,True,Retained,In Progress,1,96.26,0.29,5.36,3.27,173.06,88.77,False,False,False,True
4563,Eric,Wright,charles77@example.org,Mathematics,Active,2023-09-22,2023,2.6,2.6,57,4,Warning,d3139f84-ada6-4030-a85e-58ed117ea876,Dean's Scholarship,Need-Based,4961.23,2023-11-14,2023-2024,True,3.33,3,2,5540.33,0,1662.1,0,0,2770.16,4961.23,41590.36,13.85,45688.96,False,5,3.57,2.6,-0.97,True,25,103,True,Retained,In Progress,1,95.6,-0.07,4.79,5.77,97.2,68.94,False,False,False,True
7200,Michelle,Miller,steven87@example.org,Physics,Active,2023-03-26,2023,3.34,3.34,39,8,Good,1697141e-ba95-4b86-a964-c414f23dd667,Diversity Scholarship,Need-Based,1922.04,2024-07-05,2024-2025,False,2.71,1,3,4445.47,0,1333.64,0,0,1481.82,1922.04,59062.68,11.11,39664.97,False,4,3.82,3.34,-0.48,True,14,83,True,Retained,In Progress,5,89.29,-0.07,0.26,-2.97,113.99,69.46,False,False,False,True
7441,Brenda,Scott,ibaker@example.org,History,On Leave,2022-12-01,2022,3.3,3.3,83,3,Good,8ae31680-62db-47b5-a57c-e8a698205d16,First Generation Grant,Departmental,13832.03,2024-08-13,2024-2025,False,2.93,2,2,27154.9,0,0,0,8146.47,13577.45,13832.03,25376.11,67.89,34379.14,True,5,3.08,3.3,0.22,True,30,57,False,Not Retained,Graduated,3,91.91,-0.1,14.77,4.84,327.17,97.9,False,False,False,True
4,Matthew,Day,epollard@example.net,English,Active,2023-06-14,2023,2.16,2.16,5,3,Warning,9f48d783-c528-437b-ba04-0b074ddc10d1,Community Service Award,Merit,10222.6,2023-01-20,2023-2024,True,2.85,2,1,19018.97,7607.59,0,0,0,19018.97,10222.6,35105.83,47.55,48537.05,True,5,3.59,2.16,-1.43,False,27,96,True,Retained,In Progress,6,86.06,-0.2,5.6,-2.42,3803.79,81.46,True,False,False,False
7162,Jeffrey,Kelly,jwilliamson@example.net,Computer Science,Active,2023-09-14,2023,2.98,2.98,91,8,Warning,39ab5828-deb9-4acf-83dd-8a87bda70dfe,Diversity Scholarship,Merit,4642.79,2024-02-12,2024-2025,False,3.26,3,1,6744.98,2697.99,0,0,0,6744.98,4642.79,56055.6,16.86,29482.58,False,1,3.95,2.98,-0.97,True,37,85,True,Retained,In Progress,2,93.82,0.07,10.35,1.53,74.12,84.15,False,False,True,True
9280,Elizabeth,Rojas,crystal05@example.net,Mathematics,Active,2022-07-23,2022,3.58,3.58,22,8,Good,6af4f02e-6852-450e-89d6-5847bd81df78,STEM Innovation Grant,Merit,6909.87,2024-01-09,2024-2025,True,2.71,1,2,8073.76,3229.5,0,0,0,4036.88,6909.87,31630.87,20.18,13569.92,True,2,3.57,3.58,0.01,True,13,107,True,Retained,In Progress,6,87.39,0.13,13.85,5.62,366.99,62.45,False,False,False,True
2949,Andrea,Sanders,buchananscott@example.net,Physics,On Leave,2022-06-08,2022,3.58,3.58,99,6,Good,defd53b2-8f32-493b-a402-1374f7c81957,Community Service Award,Athletic,11519.91,2023-03-15,2023-2024,True,2.89,0,3,24192.88,0,0,12096.44,0,8064.29,11519.91,42380.76,60.48,29556.74,False,3,3.61,3.58,-0.03,True,26,119,False,Not Retained,Graduated,6,85.5,0.24,5.03,5.64,244.37,66.52,False,False,False,True
4558,Crystal,Munoz,sarah72@example.net,Business,Active,2026-01-06,2026,2.35,2.35,36,6,Warning,2909316b-a718-4a42-8aef-65211a5dd0bc,Presidential Scholarship,Athletic,2778.98,2024-04-26,2024-2025,True,2.75,0,2,3726.05,0,0,1863.03,0,1863.03,2778.98,20114.84,9.32,14791.29,False,6,3.34,2.35,-0.99,False,33,83,True,Retained,In Progress,6,92.03,-0.25,11.13,0.99,103.5,96.53,True,False,False,False
5102,Timothy,Green,patrick50@example.net,English,Active,2025-10-23,2025,4.0,4.0,49,6,Good,c1e84550-53ed-4df2-af9f-40ce9c37c414,STEM Innovation Grant,Athletic,8473.57,2023-11-14,2023-2024,False,2.83,0,2,16220.98,0,0,8110.49,0,8110.49,8473.57,32636.64,40.55,17719.79,False,2,3.35,4.0,0.65,True,33,112,True,Retained,In Progress,2,96.71,0.17,14.82,-4.2,331.04,52.37,False,True,True,True
6620,Anthony,Williams,veronica99@example.com,Psychology,Active,2022-08-29,2022,2.56,2.56,45,6,Warning,d1f5dc68-e78b-4ef1-8c5a-56bb27147970,Athletic Excellence,Athletic,10143.83,2023-11-26,2023-2024,True,2.81,1,3,11499.35,0,0,5749.68,0,3833.12,10143.83,38332.34,28.75,18206.53,False,5,3.6,2.56,-1.04,True,36,106,True,Retained,In Progress,3,90.36,-0.03,12.05,6.0,255.54,70.17,False,False,True,True
580,Jack,Hart,wadetiffany@example.org,Business,Active,2023-01-31,2023,3.16,3.16,33,7,Good,e93a2b28-5319-4f78-894f-52bd92dc101b,Diversity Scholarship,Need-Based,3129.9,2023-11-01,2023-2024,False,2.75,0,3,6361.59,0,1908.48,0,0,2120.53,3129.9,45200.81,15.9,44885.11,False,3,3.44,3.16,-0.28,True,27,112,True,Retained,In Progress,6,85.47,0.4,3.86,4.47,192.78,79.48,False,False,False,True
217,Michelle,Wells,thomasmiller@example.net,History,Active,2024-03-08,2024,3.6,3.6,86,4,Good,c73ce042-e5f5-4307-ba8f-1d0ed3bcf11b,Diversity Scholarship,Athletic,8159.38,2023-05-23,2023-2024,True,2.6,1,3,18902.62,0,0,9451.31,0,6300.87,8159.38,34156.35,47.26,29983.66,True,3,3.32,3.6,0.28,True,29,92,True,Retained,In Progress,6,91.56,0.2,13.58,8.73,219.8,95.75,False,False,False,True
7453,Jacqueline,Bush,jonkeith@example.org,Engineering,Active,2024-04-04,2024,3.89,3.89,23,8,Good,f75a5182-e130-453a-86e8-4ae2bdc83775,Leadership Scholarship,Merit,3125.9,2023-02-19,2023-2024,False,2.67,3,1,7495.56,2998.22,0,0,0,7495.56,3125.9,37969.52,18.74,40571.75,False,1,3.6,3.89,0.29,True,23,36,True,Retained,In Progress,3,91.59,0.13,10.68,0.17,325.89,81.5,False,True,True,True
9274,Andrew,Walsh,sarah68@example.net,Psychology,Active,2025-02-19,2025,2.27,2.27,0,7,Warning,c15b0b34-74a5-4e9b-9148-44c3ac02606b,Presidential Scholarship,Need-Based,11946.97,2024-01-09,2024-2025,True,3.28,0,2,13527.31,0,4058.19,0,0,6763.66,11946.97,22276.75,33.82,11670.95,False,2,3.51,2.27,-1.24,False,23,43,True,Retained,In Progress,5,92.6,-0.08,12.24,6.49,13527.31,80.69,True,False,True,False
4312,Kristin,Combs,wilsonzachary@example.org,History,Active,2024-12-09,2024,3.01,3.01,18,2,Good,d61651cc-e24b-4096-a8c1-e1b00ade90d5,Athletic Excellence,Merit,11461.11,2023-06-23,2023-2024,True,2.59,0,1,14250.7,5700.28,0,0,0,14250.7,11461.11,38621.06,35.63,22032.33,True,2,3.32,3.01,-0.31,True,40,65,True,Retained,In Progress,2,85.51,-0.18,14.48,1.25,791.71,71.08,False,False,True,True
4322,Walter,Peters,iclarke@example.net,Economics,Active,2023-07-09,2023,2.48,2.48,76,6,Warning,608e5212-9fc2-4039-ac59-f8f590438dbf,Presidential Scholarship,Need-Based,1430.34,2023-03-01,2023-2024,True,2.55,0,3,2954.93,0,886.48,0,0,984.98,1430.34,31353.11,7.39,11609.18,True,6,3.7,2.48,-1.22,False,19,74,True,Retained,In Progress,6,91.23,-0.25,14.28,3.33,38.88,98.29,True,False,False,False
1619,Erika,Hull,elizabeth10@example.org,Engineering,On Leave,2025-06-01,2025,2.42,2.42,6,2,Warning,1a41212c-f68b-46aa-be45-3cd9880bb8d5,Athletic Excellence,Departmental,1189.43,2023-03-30,2023-2024,False,3.02,1,3,2238.84,0,0,0,671.65,746.28,1189.43,56328.77,5.6,46028.59,False,6,3.57,2.42,-1.15,False,21,77,False,Not Retained,Graduated,8,91.42,0.06,2.8,2.29,373.14,93.14,True,False,True,False
4431,Michael,Greene,joykhan@example.com,Business,Active,2025-02-03,2025,3.9,3.9,12,3,Good,a46e5dbf-8dac-456d-b102-a98473cf680f,Leadership Scholarship,Need-Based,13363.93,2023-05-06,2023-2024,False,2.59,1,1,18155.29,0,5446.59,0,0,18155.29,13363.93,38019.37,45.39,31583.0,False,3,3.87,3.9,0.03,True,22,31,True,Retained,In Progress,3,96.49,0.21,4.18,3.11,1512.94,77.73,False,True,False,True
